"ResponseId","Finished","Progress","StartDate","EndDate","RecordedDate","DurationSec","LOIYES","RESID","AGE18","ZIPCODE","ZONE","STORMDATE1","STORMDATE2","INCHES","INCHES_4CAT","COMP1","COMP2","COMP3","COMP4","TRAVEL","NOTRAVEL","NOTRAVEL_1","NOTRAVEL_2","NOTRAVEL_3","NOTRAVEL_4","NOTRAVEL_5","NOTRAVEL_5_TEXT","PURPOSE","PURPOSE_1","PURPOSE_2","PURPOSE_3","PURPOSE_4","PURPOSE_5","PURPOSE_6","PURPOSE_7","PURPOSE_8","PURPOSE_9","PURPOSE_10","PURPOSE_11","PURPOSE_12","PURPOSE_12_TEXT","MODE","MODE_1","MODE_2","MODE_3","MODE_4","MODE_5","MODE_6","MODE_7","MODE_8","MODE_9","MODE_9_TEXT","CHANGE","CHANGE_1","CHANGE_2","CHANGE_3","CHANGE_4","CHANGE_5","CHANGE_6","CHANGE_7","CHANGE_7_TEXT","SAT_TRANSPORT_1","SAT_TRANSPORT_2","SAT_TRANSPORT_3","SAT_TRANSPORT_4","SAT_TRANSPORT_5","SAT_TRANSPORT_6","SAT_GROUP_1","SAT_GROUP_2","SAT_GROUP_3","SAT_GROUP_4","SATISFACTION","LOC_BETTER","LOC_WORSE","HEAR","INFO","INFO_1","INFO_2","INFO_3","INFO_4","INFO_5","INFO_6","INFO_7","INFO_8","INFO_9","INFO_10","INFO_11","INFO_DETAIL_1","INFO_DETAIL_2","INFO_DETAIL_3","INFO_DETAIL_4","INFO_DETAIL_5","INFO_DETAIL_6","INFO_DETAIL_7","INFO_DETAIL_8","INFO_DETAIL_9","INFO_DETAIL_10","INFO_DETAIL_11","APP","APP_USES","APP_FEEDBACK","PRIORITY_TRANSPORT_1","PRIORITY_TRANSPORT_2","PRIORITY_TRANSPORT_3","PRIORITY_TRANSPORT_5","PRIORITY_TRANSPORT_6","PRIORITY_TRANSPORT_7","PRIORITY_PLACES_1","PRIORITY_PLACES_2","PRIORITY_PLACES_3","PRIORITY_PLACES_4","PRIORITY_PLACES_5","PRIORITY_PLACES_6","AGE","AGE_6CAT","AGE_5CAT","AGE_4CAT","GENDER","GENDER_2CAT","GENDER_5_TEXT","RACEETH","RACE_2CAT","RACEETH_9_TEXT","STUD","EDUC","EDUC_4CAT","EDUC_3CAT","WORK","HHINC","HHINC_9CAT","HHINC_6CAT","HHINC_3CAT","HOME1","HOME1_9_TEXT","HOME1_8CAT","HOME1_5CAT","HOME1_4CAT","HOME1_2CAT","HOME2","ADULTS","ADULTS_NUM","CHILDREN","CHILDREN_NUM","BIKES","BIKES_NUM","CARS","CARS_NUM","END","AverageIndex","StormEventIndex","StormEventDurationHours","exceptional","acceptable","unacceptable"
"R_7fHRgt8NfQKIp8M",TRUE,100,2024-02-15 22:09:18,2024-02-15 22:14:35,2024-02-15 22:14:36,317,"Accept","Yes","Yes","84321","A",2024-02-08,2024-02-09,"2 inches","Moderate Snowfall","Somewhat less","Somewhat shorter","Somewhat less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Shopping (groceries, clothing, convenience store, etc)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","2","4","4","3","2","4","5","5","5","3","Somewhat satisfied","The sidewalks","The streets on usu campus","A little","App",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","","The weather channel","","","","","","","Yes, a little","The road closure features","It’s nice","2","1","4","5","3","6","2","1","6","3","5","4",18,"18-24","18-24","18-34","Female","Female","","White or Caucasian","White","","Yes","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","No","$15,000 to $24,999","15-25","0-25","0-50","Building with 10 to 19 apartments/condos","","Apt10-19","Apt5+","Apartment","Other","Rented","6+",6,"0",0,"0",0,"3",3,"",0.31,3.755,12.165,27.415,64.62,7.97
"R_6zePNv85EuvdS1z",TRUE,100,2024-02-16 05:28:00,2024-02-16 05:32:40,2024-02-16 05:32:41,280,"Accept","Yes","Yes","84321","A",2024-02-08,2024-02-09,"4-6 inches","Heavy Snowfall","Somewhat less","Somewhat shorter","Somewhat less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work,Social or entertainment activities (friends/relatives, movie, etc.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","Car/Van/Truck/SUV Driver,Car/Van/Truck/SUV Passenger",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"","I canceled some of my planned activities / trips.,I changed the time-of-day when I did some activities / trips.",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"","5","5","4","4","5","3","4","4","5","5","Extremely satisfied","Pretty much the roads on I15 were great when traveling back from California","I cant think of an example","A little","Word-of-mouth",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","","","","","","","","","My dad","","No","","","1","2","3","4","5","6","4","1","5","3","6","2",28,"25-34","25-34","18-34","Male","Male","","White or Caucasian","White","","Yes","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$75,000 to $99,999","75-100","75-100","50-100","Building with 2 apartments/condos (duplex)","","Apt2","Apt2-4","Apartment","Other","Rented","2",2,"0",0,"1",1,"2",2,"It was great",0.31,3.755,12.165,27.415,64.62,7.97
"R_1wGogJzvwzgNGkn",TRUE,100,2024-02-09 23:25:54,2024-02-09 23:47:50,2024-02-09 23:47:51,1316,"Accept","Yes","Yes","84701","F",2024-02-08,2024-02-09,"Less than 1 inch","Light Snowfall","Much less","About the same","Much less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work,Drop off or pick up passenger(s)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled using different transportation modes than normal.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",NA,"4","4","4","4",NA,NA,"3","4","4","Somewhat satisfied","The Glenwood Rd SR119 was clear if ice. Normally when wet, the river bridge and the cannel bridge, are slick and covers with ice. Both morning they were clear and was not slick at all. Super nice! ","None","A little","Other (please specify)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"","","","","","","","","","","Look outside","No","","","5","1","2","4","3","6","1","2","6","3","4","5",39,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$15,000 to $24,999","15-25","0-25","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"2",2,"0",0,"1",1,"",0,0,0,100,0,0
"R_1IRJWrl1IplB9Po",TRUE,100,2024-02-10 14:55:22,2024-02-10 15:08:47,2024-02-10 15:08:47,804,"Accept","Yes","Yes","84714","F",2024-02-08,2024-02-09,"2 inches","Moderate Snowfall","About the same","Somewhat longer","About the same","Somewhat better","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Service private vehicle (gas, oil, repairs, etc.),Shopping (groceries, clothing, convenience store, etc),Outdoor or indoor exercise (sports, jogging, bicycling, walking dog, gym, etc.)",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"","Walk,Car/Van/Truck/SUV Driver,Car/Van/Truck/SUV Passenger",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.,I changed the time-of-day when I did some activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"","5","5","1",NA,NA,NA,"1","3","3","4","Somewhat dissatisfied","About the same ","The.road to the highway was left unclear effect and so was the road I live on, but the are always normally left unmaintained","A moderate amount","App,Alert",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","","Weather 1","The emergency alert system ","","","","","","No","","","1","2","4","5","3","6","1","2","6","5","3","4",67,"65-84","65+","65+","Female","Female","",NA,"Non-White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$10,000 to $14,999","10-15","0-25","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","1",1,"0",0,"0",0,"1",1,"Those of us in rural Iron County are pretty much left to our own devices ",0.09,0.97,5.25,52.725,45.455,1.82
"R_5jXDbZIB4Wrs51v",TRUE,100,2024-02-11 08:40:53,2024-02-11 08:48:07,2024-02-11 08:48:07,433,"Accept","Yes","Yes","84721","F",2024-02-08,2024-02-09,"4-6 inches","Heavy Snowfall","About the same","Somewhat longer","Somewhat less","Somewhat better","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",NA,NA,"5",NA,"5",NA,NA,NA,"5",NA,"Extremely satisfied","I didn't travel since I live rural and I am retired but my street has bus stops and the roads were cleared.","I didn't see anything except my road and it was fine when I got the mail at the lockbox down the street.","A lot","TV,App,Online",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"CBS and 14 KJZZ","","","","Accuweather","","Google weather","","","","","No","","","2","1","4","5","3","6","2","1","6","3","4","5",64,"45-64","45-64","50-64","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$25,000 to $34,999","25-35","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","1",1,"0",0,"0",0,"0",0,"",0.09,0.97,5.25,52.725,45.455,1.82
"R_50IPU4lT2Ms6sit",TRUE,100,2024-02-11 10:03:48,2024-02-11 10:13:28,2024-02-11 10:13:29,579,"Accept","Yes","Yes","84627","F",2024-02-08,2024-02-09,"3 inches","Moderate Snowfall","About the same","Somewhat shorter","About the same","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",NA,"5","4","4",NA,NA,NA,"4","5","5","Somewhat satisfied","Highway 89","City sidewalks ","A little","App",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","","UDOT","","","","","","","Yes, a lot","I use the cameras feature a lot ","None. It works well for me.","2","1","3","5","4","6","2","1","6","4","3","5",63,"45-64","45-64","50-64","Male","Male","","White or Caucasian","White","","No","Master's degree, doctorate degree, or professional degree beyond bachelor's degree","Higher","Higher","Yes","$75,000 to $99,999","75-100","75-100","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"3",3,"4",4,"None",0,0,0,100,0,0
"R_5ZEoFnZcUGtEbFn",TRUE,100,2024-02-11 11:06:48,2024-02-11 11:17:53,2024-02-11 11:17:53,665,"Accept","Yes","Yes","84721","F",2024-02-08,2024-02-09,"4-6 inches","Heavy Snowfall","About the same","About the same","Somewhat more","About the same","No","Things were cancelled (work, school, meetings, appointments, events).",FALSE,TRUE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","5","5","4","2",NA,NA,NA,"5","5","5","Somewhat satisfied","The snow clearance was good ","Getting out of my driveway and traveling was worse due to the storm ","A moderate amount","App,Online,Email",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"","","","","Weather ","","Weather","","Local emergency services","","","Yes, a little","To check the traffic where I was going ","Helpful","2","1","3","4","5","6","2","1","6","3","4","5",73,"65-84","65+","65+","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$100,000 to $149,999","100-150","100-150","100+","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"2",2,"3",3,"Good road clearance during snow storms. 5 stars to all ",0.09,0.97,5.25,52.725,45.455,1.82
"R_5OmfXUpcPxgZd2p",TRUE,100,2024-02-11 14:51:10,2024-02-11 14:58:00,2024-02-11 14:58:01,410,"Accept","Yes","Yes","84750","F",2024-02-08,2024-02-09,"4-6 inches","Heavy Snowfall","About the same","Somewhat longer","About the same","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work,Shopping (groceries, clothing, convenience store, etc)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",NA,NA,"2","2",NA,NA,NA,NA,NA,NA,"Neither satisfied nor dissatisfied","70 Freeway","not sure","A little","App",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","","Wunderground","","","","","","","No","","","2","1","4","5","3","6","5","1","6","4","2","3",35,"35-44","35-44","35-49","Male","Male","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$15,000 to $24,999","15-25","0-25","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Rented","1",1,"0",0,"0",0,"1",1,"",0,0,0,100,0,0
"R_6PyTyIGST5giAPV",TRUE,100,2024-02-11 14:49:07,2024-02-11 15:03:38,2024-02-11 15:03:38,870,"Accept","Yes","Yes","84654","F",2024-02-08,2024-02-09,"3 inches","Moderate Snowfall","Much less","Somewhat longer","Somewhat less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Eat meal at restaurant,Shopping (groceries, clothing, convenience store, etc)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"","5","5",NA,"3",NA,NA,"3","3","5","5","Somewhat satisfied","Gooseberry road","None","A lot","TV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2 kutv","","","","","","","","","","","No","","","2","1","3","4","6","5","2","4","5","6","1","3",64,"45-64","45-64","50-64","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","3",3,"0",0,"1",1,"2",2,"",0.113333333333333,3.47,19.6666666666667,50.8766666666667,47.4,1.72333333333333
"R_54dDw5v0hun9ytX",TRUE,100,2024-02-11 20:38:24,2024-02-11 20:45:58,2024-02-11 20:45:58,453,"Accept","Yes","Yes","84720","F",2024-02-08,2024-02-09,"Less than 1 inch","Light Snowfall","Somewhat less","Somewhat shorter","Somewhat less","About the same","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","4","4","3","1","2","3","3","2","2","2","Somewhat satisfied","The highway was better than I thought it would be","Sidewalks were pretty icy","A little","App,Word-of-mouth",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","","","","An online site that tracks all of Utah state traffic","","","","","My teachers and friends","","Yes, a lot","I used it to make sure roads were ok while traveling I used the camera feature, road conditions, traffic and more","Awesome website that’s very helpful","3","1","6","5","2","4","2","1","3","4","6","5",18,"18-24","18-24","18-34","Female","Female","","White or Caucasian","White","","Yes","Bachelor's or associate degree","Bachelor","Bachelor","No",NA,NA,NA,NA,"Building with 20 or more apartments/condos","","Apt20+","Apt5+","Apartment","Other","Rented","4",4,"0",0,"0",0,"1",1,"",0.06,0.646666666666667,3.5,68.4833333333333,30.3033333333333,1.21333333333333
"R_3rv8qQ13hMvLng5",TRUE,100,2024-02-12 07:36:59,2024-02-12 07:43:04,2024-02-12 07:43:04,364,"Accept","Yes","Yes","84721","F",2024-02-08,2024-02-09,"7-11 inches","Extreme Snowfall","Somewhat more","Somewhat longer","About the same","About the same","No","The roads, streets, and sidewalks were not in good condition.",FALSE,FALSE,TRUE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I did more activities / made more trips before the storm arrived.,I canceled some of my planned activities / trips.,I changed the time-of-day when I did some activities / trips.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"","3","3","2","1","3","2","3","3","2","4","Neither satisfied nor dissatisfied","I-15","Minersville Hwy","A moderate amount","TV,Social media",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FOX","","","","","","","Facebook","","","","No","","","1","2","4","5","3","6","4","1","6","3","2","5",33,"25-34","25-34","18-34","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"2",2,"4",4,"1",1,"",0.09,0.97,5.25,52.725,45.455,1.82
"R_5reLyQNGS06ZnSp",TRUE,100,2024-02-12 16:37:41,2024-02-12 17:52:21,2024-02-12 17:52:21,4479,"Accept","Yes","Yes","84645","F",2024-02-08,2024-02-09,"3 inches","Moderate Snowfall","Somewhat more","Somewhat longer","About the same","About the same","No","I had no reason to travel,The roads, streets, and sidewalks were not in good condition.",TRUE,FALSE,TRUE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"","5",NA,"3",NA,NA,NA,"4","4","4","5","Extremely satisfied","The weather being warm before the storm made it so the roads weren’t too bad in my area. ","Surface streets","A lot","TV,App",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ksl","","","","Weather underground","","","","","","","Yes, a little","To check road conditions","It would be nice if the cameras showed live views. Maybe they do and I just didn’t know how to do it. ","1","2","3","4","5","6","3","1","6","5","4","2",44,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$150,000 or more","150+","150+","100+","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","4",4,"1",1,"1",1,"5+",5,"",0.37,3.27,8.83,3.7,55.56,40.74
"R_7kvkrk8THkyXilr",TRUE,100,2024-02-12 19:03:43,2024-02-12 19:10:47,2024-02-12 19:10:48,423,"Accept","Yes","Yes","84643","F",2024-02-08,2024-02-09,"4-6 inches","Heavy Snowfall","Somewhat less","Somewhat shorter","Much less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Shopping (groceries, clothing, convenience store, etc),Other errands or appointments (bank, professional office, doctor/dentist, etc.),Social or entertainment activities (friends/relatives, movie, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","Car/Van/Truck/SUV Driver,Car/Van/Truck/SUV Passenger",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","4","4","3","3","3","3",NA,"3","4",NA,"Somewhat satisfied","The main roads were better.  Highways, etc.","Nothing was worse, really.","A little","Online,Social media,Word-of-mouth",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"","","","","","","Local news","Facebook ","","Friends/family ","","No","","","3","2","1","4","5","6","3","2","5","4","1","6",38,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","No","$25,000 to $34,999","25-35","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Rented","4",4,"0",0,"1",1,"3",3,"Thanks 👍",0,0,0,100,0,0
"R_3Ocp7ARVUfOB27L",TRUE,100,2024-02-12 20:29:45,2024-02-12 20:35:00,2024-02-12 20:35:01,314,"Accept","Yes","Yes","84754","F",2024-02-08,2024-02-09,"4-6 inches","Heavy Snowfall","Somewhat less","Somewhat shorter","Somewhat less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work,Shopping (groceries, clothing, convenience store, etc)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.,I changed the time-of-day when I did some activities / trips.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"","2","3","4","4",NA,NA,NA,"5","5","5","Somewhat satisfied","In town and parking lots ",NA,"A little","TV,Social media",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Fox News","","","","","","","Facebook","","","","No","","","2","3","1","4","5","6","1","2","4","5","3","6",44,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","Master's degree, doctorate degree, or professional degree beyond bachelor's degree","Higher","Higher","Yes","$100,000 to $149,999","100-150","100-150","100+","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","5",5,"1",1,"1",1,"3",3,"",0,0,0,100,0,0
"R_7Yhr5JLy2MjAyAl",TRUE,100,2024-02-12 20:51:04,2024-02-12 20:58:40,2024-02-12 20:58:40,456,"Accept","Yes","Yes","84701","F",2024-02-08,2024-02-09,"2 inches","Moderate Snowfall","Much less","About the same","Somewhat less","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",NA,"4","5","4",NA,"4",NA,"4","4","4","Extremely satisfied","Was as I expected.","Was as I expected.","A moderate amount","App,Online,Social media",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"","","","","UDOT app","","National weather service","Facebook","","","","Yes, a lot","check camera to see progress of storm","Box that tells about the plow you've clicked covers their path","1","2","3","5","4","6","2","1","5","6","4","3",56,"45-64","45-64","50-64","Male","Male","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","1",1,"0",0,"1",1,"2",2,"",0,0,0,100,0,0
"R_63yCUbnARTAmG8r",TRUE,100,2024-02-12 20:31:33,2024-02-12 21:01:36,2024-02-12 21:01:37,1803,"Accept","Yes","Yes","84628","F",2024-02-08,2024-02-09,"1 foot or more","Extreme Snowfall","Much more","Much longer","Much more","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Shopping (groceries, clothing, convenience store, etc),Other errands or appointments (bank, professional office, doctor/dentist, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver,Car/Van/Truck/SUV Passenger",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"","I changed the time-of-day when I did some activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","3","4","1","3","3","4",NA,"3","3","4","Somewhat dissatisfied","I-15. ","My street where I live, the roads in my town. ","None at all","TV,Radio,App",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fox 13","X-96","","","Weather ","","","","","","","No","","","1","2","6","5","3","4","1","3","4","2","6","5",29,"25-34","25-34","18-34","Male","Male","","White or Caucasian","White","","Yes","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","No","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","3",3,"0",0,"0",0,"1",1,"N/A",0.46,2.86,6.17,34.21,52.63,13.16
